timestamp,dataset,model,model_type,run_type,metric,transform,transform_param,score
20241028_164330,imagenet,swin,transformer,PT,test_accuracy_macro,greyscale,0,0.8389931321144104
20241028_125044,rgb_bigearthnet,inception,cnn,NT,test_mAP_macro,bilateral,0,0.5763482451438904
20241028_123155,rgb_bigearthnet,mobilenet,cnn,NT,test_mAP_macro,channel_inversion,12,0.2689497172832489
20241028_103428,bigearthnet,resnet,cnn,NT,test_mAP_macro,channel_inversion,0,0.7009574174880981
20241028_163904,caltech_120,vit,transformer,NT,test_accuracy_macro,median,9,0.48679694533348083
20241028_132801,bigearthnet,vit,transformer,NT,test_mAP_macro,bilateral,0,0.6747775673866272
20241010_111347,bigearthnet,pit,transformer,ST,test_mAP_macro,,,0.6541200280189514
20241028_152228,rgb_bigearthnet,beit,transformer,NT,test_mAP_macro,greyscale,1,0.27565354108810425
20241028_142301,caltech,regnety,cnn,NT,test_accuracy_macro,median,31,0.4099786877632141
20241028_182306,imagenet,beit,transformer,PT,test_accuracy_macro,patch_rotation,11,0.026302170008420944
20241028_104809,bigearthnet,efficientnet,cnn,NT,test_mAP_macro,patch_shuffle,6,0.5949817895889282
20241028_113048,bigearthnet,regnet,cnn,NT,test_mAP_macro,patch_rotation,6,0.6530814170837402
20241008_152735,caltech,convnext,cnn,ST,test_accuracy_macro,,,0.5112021565437317
20241028_132417,bigearthnet,regnety,cnn,NT,test_mAP_macro,channel_shuffle,2,0.39688870310783386
20241028_151409,bigearthnet,beit,transformer,NT,test_mAP_macro,median,15,0.6413276195526123
20241028_111225,deepglobe,resnext,cnn,NT,test_mAP_macro,bilateral,15,0.23562395572662354
20241028_130207,rgb_bigearthnet,inception,cnn,NT,test_mAP_macro,patch_rotation,4,0.569123387336731
20241028_122333,bigearthnet,mobilenet,cnn,NT,test_mAP_macro,gaussian,5.0,0.4460327923297882
20241028_150814,imagenet,regnety,cnn,PT,test_accuracy_macro,patch_shuffle,1,0.7440233826637268
20241028_153639,imagenet,vit,transformer,PT,test_accuracy_macro,patch_shuffle,1,0.3217131495475769
20241028_135059,caltech,densenet,cnn,NT,test_accuracy_macro,patch_rotation,4,0.42680707573890686
20241028_142601,rgb_bigearthnet,cait,transformer,NT,test_mAP_macro,channel_inversion,2,0.2615756094455719
20241028_153916,bigearthnet,convmixer,transformer,NT,test_mAP_macro,sobel,0,0.6824735403060913
20241028_130934,deepglobe,convmixer,transformer,NT,test_mAP_macro,patch_shuffle,6,0.593875527381897
20241028_132439,rgb_bigearthnet,regnety,cnn,NT,test_mAP_macro,channel_inversion,12,0.319166362285614
20241028_145833,caltech,pvt,transformer,NT,test_accuracy_macro,gaussian,9.0,0.5527929663658142
20241028_162852,caltech_120,inception,cnn,NT,test_accuracy_macro,patch_shuffle,1,0.516359269618988
20241028_131956,caltech,resnet,cnn,NT,test_accuracy_macro,gaussian,0.5,0.6419839859008789
20241028_122845,rgb_bigearthnet,mobilenet,cnn,NT,test_mAP_macro,channel_shuffle,2,0.37277618050575256
20241028_113445,imagenet,convnext,cnn,PT,test_accuracy_macro,patch_rotation,1,0.6503552198410034
20241028_131037,deepglobe,convmixer,transformer,NT,test_mAP_macro,patch_rotation,1,0.6594711542129517
20241009_113941,deepglobe,regnet,cnn,ST,test_mAP_macro,,,0.7029377222061157
20241028_170220,caltech_120,pvt,transformer,NT,test_accuracy_macro,channel_inversion,3,0.048498593270778656
20241028_161713,caltech_120,mobilenet,cnn,NT,test_accuracy_macro,patch_shuffle,6,0.06912872940301895
20241028_134110,caltech,regnet,cnn,NT,test_accuracy_macro,gaussian,0.5,0.5314224362373352
20241028_124254,rgb_bigearthnet,xception,cnn,NT,test_mAP_macro,patch_shuffle,8,0.557029664516449
20241028_123820,rgb_bigearthnet,xception,cnn,NT,test_mAP_macro,gaussian,0.5,0.5915282368659973
20241028_115350,imagenet,regnet,cnn,PT,test_accuracy_macro,median,0,0.8456698656082153
20241028_164202,caltech_120,vit,transformer,NT,test_accuracy_macro,channel_shuffle,0,0.5305687189102173
20241028_120208,deepglobe,vit,transformer,NT,test_mAP_macro,bilateral,31,0.2407376766204834
20241007_135913,bigearthnet,efficientnet,cnn,ST,test_mAP_macro,,,0.6659830212593079
20241028_122917,deepglobe,cait,transformer,NT,test_mAP_macro,channel_shuffle,6,0.3025699555873871
20241028_102725,deepglobe,resnet,cnn,NT,test_mAP_macro,patch_rotation,11,0.6507801413536072
20241028_105605,imagenet,efficientnet,cnn,PT,test_accuracy_macro,patch_shuffle,4,0.4558951258659363
20241028_135713,caltech,resnext,cnn,NT,test_accuracy_macro,patch_shuffle,2,0.5137764811515808
20241028_173128,imagenet,pvt,transformer,PT,test_accuracy_macro,patch_rotation,11,0.3513086438179016
20241028_144727,caltech,cait,transformer,NT,test_accuracy_macro,bilateral,9,0.466135174036026
20241028_144208,bigearthnet,pvt,transformer,NT,test_mAP_macro,patch_shuffle,6,0.6282800436019897
20241028_120837,bigearthnet,resnext,cnn,NT,test_mAP_macro,patch_shuffle,15,0.5573908686637878
20241028_153420,imagenet,vit,transformer,PT,test_accuracy_macro,gaussian,9.0,0.047880373895168304
20241028_171141,caltech_120,beit,transformer,NT,test_accuracy_macro,gaussian,9.0,0.37348470091819763
20241028_130110,deepglobe,beit,transformer,NT,test_mAP_macro,channel_inversion,2,0.223899245262146
20241028_154441,caltech_120,efficientnet,cnn,NT,test_accuracy_macro,gaussian,3.0,0.22869084775447845
20241028_150340,imagenet,regnety,cnn,PT,test_accuracy_macro,gaussian,1.0,0.6598203182220459
20241028_134409,caltech,regnet,cnn,NT,test_accuracy_macro,channel_shuffle,2,0.2794778347015381
20241028_134719,caltech,densenet,cnn,NT,test_accuracy_macro,median,3,0.7169368863105774
20241028_123152,bigearthnet,mobilenet,cnn,NT,test_mAP_macro,channel_inversion,3,0.24566620588302612
20241028_153336,rgb_bigearthnet,convmixer,transformer,NT,test_mAP_macro,patch_shuffle,2,0.5987946391105652
20241028_132614,imagenet,mobilenet,cnn,PT,test_accuracy_macro,bilateral,5,0.6915488243103027
20241028_142533,rgb_bigearthnet,cait,transformer,NT,test_mAP_macro,channel_inversion,1,0.2099972665309906
20241028_133151,caltech,efficientnet,cnn,NT,test_accuracy_macro,greyscale,0,0.4717964828014374
20241028_152115,bigearthnet,beit,transformer,NT,test_mAP_macro,patch_rotation,1,0.6642141342163086
20241028_120049,deepglobe,regnety,cnn,NT,test_mAP_macro,greyscale,0,0.6937422156333923
20241028_171751,caltech_120,convmixer,transformer,NT,test_accuracy_macro,median,9,0.393972784280777
20241028_171218,caltech_120,beit,transformer,NT,test_accuracy_macro,patch_shuffle,1,0.5431394577026367
20241028_142718,imagenet,inception,cnn,PT,test_accuracy_macro,bilateral,15,0.3360689878463745
20241028_091520,imagenet,resnet,cnn,PT,test_accuracy_macro,bilateral,0,0.8775902390480042
20241028_113934,deepglobe,xception,cnn,NT,test_mAP_macro,channel_shuffle,2,0.36392077803611755
20241028_165805,caltech_120,pvt,transformer,NT,test_accuracy_macro,median,15,0.5997188091278076
20241028_111056,deepglobe,densenet,cnn,NT,test_mAP_macro,channel_inversion,12,0.24846410751342773
20241028_111654,rgb_bigearthnet,regnet,cnn,NT,test_mAP_macro,bilateral,5,0.4501810371875763
20241028_145628,imagenet,regnety,cnn,PT,test_accuracy_macro,bilateral,15,0.3286101222038269
20241028_091542,imagenet,resnet,cnn,PT,test_accuracy_macro,bilateral,3,0.8324816226959229
20241028_162248,caltech_120,xception,cnn,NT,test_accuracy_macro,patch_shuffle,2,0.30965113639831543
20241028_155647,imagenet,deit,transformer,PT,test_accuracy_macro,median,5,0.4886247515678406
20241028_134123,caltech,regnet,cnn,NT,test_accuracy_macro,gaussian,2.0,0.45071396231651306
20241028_135226,imagenet,mobilenet,cnn,PT,test_accuracy_macro,channel_inversion,3,0.7468411326408386
20241028_103017,rgb_bigearthnet,resnet,cnn,NT,test_mAP_macro,patch_rotation,4,0.5783857107162476
20241028_130844,deepglobe,convmixer,transformer,NT,test_mAP_macro,patch_shuffle,1,0.6702415347099304
20241002_144632,deepglobe,densenet,cnn,ST,test_mAP_macro,,,0.6697176694869995
20241028_111919,deepglobe,resnext,cnn,NT,test_mAP_macro,patch_rotation,11,0.645767867565155
20241028_122906,rgb_bigearthnet,mobilenet,cnn,NT,test_mAP_macro,channel_shuffle,3,0.3585948348045349
20241028_120639,imagenet,regnet,cnn,PT,test_accuracy_macro,patch_shuffle,8,0.3881639540195465
20241028_103226,rgb_bigearthnet,resnet,cnn,NT,test_mAP_macro,channel_shuffle,2,0.36510995030403137
20241028_133719,imagenet,mobilenet,cnn,PT,test_accuracy_macro,gaussian,9.0,0.07383893430233002
20241028_134059,imagenet,mobilenet,cnn,PT,test_accuracy_macro,patch_shuffle,4,0.39964500069618225
20241028_113129,imagenet,convnext,cnn,PT,test_accuracy_macro,patch_shuffle,4,0.6942386627197266
20241028_105710,rgb_bigearthnet,convnext,cnn,NT,test_mAP_macro,bilateral,3,0.5355552434921265
20241028_140149,bigearthnet,deit,transformer,NT,test_mAP_macro,channel_inversion,3,0.2328633815050125
20241028_131416,imagenet,resnext,cnn,PT,test_accuracy_macro,patch_rotation,4,0.5719598531723022
20241028_142446,caltech,regnety,cnn,NT,test_accuracy_macro,patch_shuffle,8,0.21856950223445892
20241028_150047,caltech,pvt,transformer,NT,test_accuracy_macro,patch_rotation,11,0.5576770305633545
20241028_155546,imagenet,deit,transformer,PT,test_accuracy_macro,median,0,0.6438858509063721
20241004_134854,caltech,densenet,cnn,ST,test_accuracy_macro,,,0.7664653658866882
20241028_164104,caltech_120,vit,transformer,NT,test_accuracy_macro,patch_shuffle,11,0.13346102833747864
20241028_165620,caltech_120,cait,transformer,NT,test_accuracy_macro,greyscale,0,0.48397332429885864
20241028_105433,rgb_bigearthnet,efficientnet,cnn,NT,test_mAP_macro,channel_inversion,3,0.28777316212654114
20241028_115123,rgb_bigearthnet,densenet,cnn,NT,test_mAP_macro,channel_shuffle,2,0.3891107141971588
20241028_165134,imagenet,cait,transformer,PT,test_accuracy_macro,median,15,0.3161102831363678
20241028_130859,imagenet,resnext,cnn,PT,test_accuracy_macro,patch_shuffle,1,0.8912357091903687
20241028_140306,caltech,mobilenet,cnn,NT,test_accuracy_macro,gaussian,0.0,0.5088637471199036
20241028_132705,caltech,efficientnet,cnn,NT,test_accuracy_macro,gaussian,1.0,0.38754820823669434
20241028_094856,imagenet,resnet,cnn,PT,test_accuracy_macro,greyscale,0,0.8625062704086304
20241028_142725,caltech,vit,transformer,NT,test_accuracy_macro,bilateral,0,0.516640841960907
20241028_141951,imagenet,xception,cnn,PT,test_accuracy_macro,channel_shuffle,12,0.5428534150123596
20241028_134511,bigearthnet,vit,transformer,NT,test_mAP_macro,greyscale,0,0.6747775673866272
20241028_120442,imagenet,regnet,cnn,PT,test_accuracy_macro,patch_shuffle,2,0.7780465483665466
20241028_103045,imagenet,resnet,cnn,PT,test_accuracy_macro,patch_shuffle,2,0.7877683043479919
20241028_172527,imagenet,pvt,transformer,PT,test_accuracy_macro,patch_shuffle,1,0.8721806406974792
20241028_143229,rgb_bigearthnet,pvt,transformer,NT,test_mAP_macro,median,15,0.36937156319618225
20241028_104440,deepglobe,convnext,cnn,NT,test_mAP_macro,gaussian,9.0,0.4601609408855438
20241028_161437,caltech_120,mobilenet,cnn,NT,test_accuracy_macro,bilateral,9,0.24018867313861847
20241028_192124,imagenet,mvit,transformer,PT,test_accuracy_macro,patch_shuffle,15,0.018928945064544678
20241028_170541,caltech_120,pit,transformer,NT,test_accuracy_macro,patch_shuffle,2,0.32762065529823303
20241028_113205,deepglobe,xception,cnn,NT,test_mAP_macro,bilateral,3,0.2365371435880661
20241028_133914,imagenet,mobilenet,cnn,PT,test_accuracy_macro,sobel,3,0.08666492253541946
20241028_120647,rgb_bigearthnet,resnext,cnn,NT,test_mAP_macro,patch_shuffle,11,0.4991714656352997
20241028_143927,caltech,deit,transformer,NT,test_accuracy_macro,greyscale,0,0.5274389386177063
20241028_134955,caltech,densenet,cnn,NT,test_accuracy_macro,patch_shuffle,4,0.3672643005847931
20241028_105902,imagenet,efficientnet,cnn,PT,test_accuracy_macro,patch_shuffle,15,0.009164326824247837
20241028_124226,deepglobe,pit,transformer,NT,test_mAP_macro,bilateral,9,0.23127827048301697
20241028_152952,caltech,mvit,transformer,NT,test_accuracy_macro,median,0,0.711625337600708
20241028_165919,caltech_120,pvt,transformer,NT,test_accuracy_macro,sobel,0,0.6589586138725281
20241028_120518,deepglobe,vit,transformer,NT,test_mAP_macro,sobel,3,0.28668487071990967
20241028_141706,imagenet,xception,cnn,PT,test_accuracy_macro,patch_rotation,15,0.04726751148700714
20241028_123110,deepglobe,cait,transformer,NT,test_mAP_macro,greyscale,1,0.38293516635894775
20241028_171824,caltech_120,convmixer,transformer,NT,test_accuracy_macro,gaussian,0.5,0.44502711296081543
20241028_181921,imagenet,beit,transformer,PT,test_accuracy_macro,patch_shuffle,11,0.01150702964514494
20241028_150135,rgb_bigearthnet,pit,transformer,NT,test_mAP_macro,channel_inversion,3,0.26041245460510254
20241028_120112,deepglobe,vit,transformer,NT,test_mAP_macro,bilateral,0,0.674027144908905
20241028_113753,deepglobe,xception,cnn,NT,test_mAP_macro,patch_shuffle,15,0.5450815558433533
20241028_130321,imagenet,resnext,cnn,PT,test_accuracy_macro,gaussian,0.5,0.8924331068992615
20241028_133242,bigearthnet,vit,transformer,NT,test_mAP_macro,median,3,0.6748754382133484
20241028_164721,caltech_120,deit,transformer,NT,test_accuracy_macro,patch_rotation,8,0.36271315813064575
20241028_120839,deepglobe,vit,transformer,NT,test_mAP_macro,channel_inversion,0,0.674027144908905
20241028_154418,caltech_120,efficientnet,cnn,NT,test_accuracy_macro,gaussian,0.5,0.35254034399986267
20241028_141832,caltech,inception,cnn,NT,test_accuracy_macro,patch_shuffle,11,0.08131192624568939
20241028_135416,bigearthnet,deit,transformer,NT,test_mAP_macro,gaussian,15.0,0.5781480669975281
20241028_125921,deepglobe,beit,transformer,NT,test_mAP_macro,patch_rotation,15,0.5737045407295227
20241028_122139,imagenet,densenet,cnn,PT,test_accuracy_macro,bilateral,3,0.7366604804992676
20241028_170514,caltech_120,pit,transformer,NT,test_accuracy_macro,gaussian,15.0,0.47002702951431274
20241028_110058,rgb_bigearthnet,convnext,cnn,NT,test_mAP_macro,median,9,0.4456678330898285
20241028_132918,rgb_bigearthnet,vit,transformer,NT,test_mAP_macro,median,9,0.5041428804397583
20241028_110426,deepglobe,densenet,cnn,NT,test_mAP_macro,gaussian,5.0,0.3922855257987976
20241028_111639,deepglobe,resnext,cnn,NT,test_mAP_macro,patch_shuffle,2,0.6896657943725586
20241028_125658,bigearthnet,inception,cnn,NT,test_mAP_macro,median,9,0.44057923555374146
20241028_120125,imagenet,regnet,cnn,PT,test_accuracy_macro,gaussian,9.0,0.0821489691734314
20241028_153150,caltech,mvit,transformer,NT,test_accuracy_macro,gaussian,15.0,0.46335041522979736
20241028_165514,imagenet,cait,transformer,PT,test_accuracy_macro,gaussian,5.0,0.4660090208053589
20241028_140452,caltech,mobilenet,cnn,NT,test_accuracy_macro,patch_shuffle,11,0.09856320917606354
20241028_163438,caltech_120,regnety,cnn,NT,test_accuracy_macro,sobel,0,0.5188874006271362
20241028_150415,bigearthnet,pit,transformer,NT,test_mAP_macro,channel_shuffle,2,0.40934324264526367
20241028_131902,rgb_bigearthnet,regnety,cnn,NT,test_mAP_macro,patch_rotation,2,0.5722537040710449
20241028_132159,caltech,resnet,cnn,NT,test_accuracy_macro,patch_rotation,1,0.5112704634666443
20241028_124213,rgb_bigearthnet,xception,cnn,NT,test_mAP_macro,patch_shuffle,4,0.5966992378234863
20241028_143803,bigearthnet,pvt,transformer,NT,test_mAP_macro,gaussian,0.5,0.680540144443512
20241028_163401,imagenet,swin,transformer,PT,test_accuracy_macro,patch_shuffle,15,0.07242731750011444
20241007_155542,deepglobe,xception,cnn,ST,test_mAP_macro,,,0.7256829738616943
20241028_134337,caltech,regnet,cnn,NT,test_accuracy_macro,patch_rotation,8,0.4238092005252838
20241028_143820,caltech,deit,transformer,NT,test_accuracy_macro,channel_shuffle,2,0.2618195116519928
20241028_104210,rgb_bigearthnet,efficientnet,cnn,NT,test_mAP_macro,gaussian,0.5,0.5097320675849915
20241028_124834,rgb_bigearthnet,xception,cnn,NT,test_mAP_macro,channel_inversion,2,0.27868106961250305
20241028_145621,caltech,pvt,transformer,NT,test_accuracy_macro,bilateral,31,0.5876336693763733
20241028_170628,caltech_120,pit,transformer,NT,test_accuracy_macro,patch_rotation,2,0.2419508397579193
20241028_112158,rgb_bigearthnet,regnet,cnn,NT,test_mAP_macro,gaussian,1.0,0.4611228406429291
20241028_133616,caltech,convnext,cnn,NT,test_accuracy_macro,patch_shuffle,11,0.08124939352273941
20241028_164136,caltech_120,vit,transformer,NT,test_accuracy_macro,patch_rotation,6,0.33877459168434143
20241028_154122,bigearthnet,convmixer,transformer,NT,test_mAP_macro,patch_shuffle,6,0.617172122001648
20241028_170235,caltech_120,pvt,transformer,NT,test_accuracy_macro,channel_inversion,12,0.048498593270778656
20241028_123331,imagenet,densenet,cnn,PT,test_accuracy_macro,gaussian,5.0,0.2888035476207733
20241028_152854,caltech,mvit,transformer,NT,test_accuracy_macro,bilateral,5,0.7223823666572571
20241028_122636,deepglobe,cait,transformer,NT,test_mAP_macro,patch_shuffle,8,0.6649103164672852
20241028_140934,caltech,xception,cnn,NT,test_accuracy_macro,gaussian,0.0,0.762424647808075
20241028_122535,deepglobe,cait,transformer,NT,test_mAP_macro,sobel,3,0.2642677426338196
20241028_144910,rgb_bigearthnet,pit,transformer,NT,test_mAP_macro,median,3,0.5843768119812012
20241028_160407,caltech_120,densenet,cnn,NT,test_accuracy_macro,sobel,0,0.7617861032485962
20241028_170844,caltech_120,beit,transformer,NT,test_accuracy_macro,bilateral,0,0.5431394577026367
20241028_131803,rgb_bigearthnet,regnety,cnn,NT,test_mAP_macro,patch_shuffle,11,0.4984886348247528
20241028_150650,caltech,pit,transformer,NT,test_accuracy_macro,patch_rotation,2,0.29559850692749023
20241009_151413,deepglobe,deit,transformer,ST,test_mAP_macro,,,0.7095686793327332
20241028_170113,caltech_120,pvt,transformer,NT,test_accuracy_macro,patch_rotation,15,0.606723427772522
20241028_154102,caltech_120,resnet,cnn,NT,test_accuracy_macro,channel_shuffle,3,0.41138309240341187
20241028_135052,rgb_bigearthnet,deit,transformer,NT,test_mAP_macro,patch_shuffle,2,0.5781376957893372
20241028_113012,imagenet,convnext,cnn,PT,test_accuracy_macro,patch_shuffle,1,0.8625715374946594
20241028_162548,caltech_120,xception,cnn,NT,test_accuracy_macro,greyscale,1,0.6477130651473999
20241028_124723,deepglobe,pit,transformer,NT,test_mAP_macro,patch_rotation,2,0.6212854385375977
20241028_150142,caltech,pvt,transformer,NT,test_accuracy_macro,channel_inversion,0,0.6477646827697754
20241028_114944,deepglobe,inception,cnn,NT,test_mAP_macro,channel_shuffle,2,0.32087022066116333
20241028_140445,caltech,mobilenet,cnn,NT,test_accuracy_macro,patch_shuffle,8,0.12424418330192566
20241028_140903,caltech,xception,cnn,NT,test_accuracy_macro,median,5,0.6440562009811401
20241028_161926,caltech_120,mobilenet,cnn,NT,test_accuracy_macro,channel_inversion,6,0.06678110361099243
20241004_213529,bigearthnet,regnet,cnn,ST,test_mAP_macro,,,0.6903430223464966
20241028_104556,rgb_bigearthnet,efficientnet,cnn,NT,test_mAP_macro,patch_shuffle,2,0.5535950064659119
20241028_143152,caltech,vit,transformer,NT,test_accuracy_macro,patch_rotation,11,0.4455784261226654
20241028_151129,imagenet,regnety,cnn,PT,test_accuracy_macro,patch_shuffle,15,0.013794179074466228
20241028_133757,rgb_bigearthnet,vit,transformer,NT,test_mAP_macro,patch_rotation,15,0.5890781879425049
20241028_111138,deepglobe,resnext,cnn,NT,test_mAP_macro,bilateral,0,0.690947413444519
20241028_125503,deepglobe,beit,transformer,NT,test_mAP_macro,gaussian,3.0,0.564538300037384
20241028_113635,deepglobe,xception,cnn,NT,test_mAP_macro,sobel,3,0.29490184783935547
20241028_140312,caltech,mobilenet,cnn,NT,test_accuracy_macro,gaussian,0.5,0.48135027289390564
20241028_113719,deepglobe,xception,cnn,NT,test_mAP_macro,patch_shuffle,6,0.6188058853149414
20241028_145729,rgb_bigearthnet,pit,transformer,NT,test_mAP_macro,patch_rotation,6,0.5767223834991455
20241028_134445,caltech,regnet,cnn,NT,test_accuracy_macro,channel_inversion,1,0.06968482583761215
20241028_121418,deepglobe,deit,transformer,NT,test_mAP_macro,patch_shuffle,1,0.6655840873718262
20241028_135343,rgb_bigearthnet,deit,transformer,NT,test_mAP_macro,patch_rotation,4,0.5874364376068115
20241028_120727,deepglobe,vit,transformer,NT,test_mAP_macro,patch_rotation,11,0.6399345993995667
20241028_141311,caltech,xception,cnn,NT,test_accuracy_macro,channel_shuffle,12,0.5420739650726318
20241028_104133,deepglobe,convnext,cnn,NT,test_mAP_macro,bilateral,15,0.23668639361858368
20241028_131747,caltech,resnet,cnn,NT,test_accuracy_macro,bilateral,0,0.6701932549476624
20241028_112034,deepglobe,resnext,cnn,NT,test_mAP_macro,channel_shuffle,12,0.36711129546165466
20241028_144947,caltech,cait,transformer,NT,test_accuracy_macro,gaussian,2.0,0.47539934515953064
20241028_151923,rgb_bigearthnet,beit,transformer,NT,test_mAP_macro,channel_shuffle,12,0.3327879309654236
20241004_135641,deepglobe,mobilenet,cnn,ST,test_mAP_macro,,,0.5848705768585205
20241028_102519,rgb_bigearthnet,resnet,cnn,NT,test_mAP_macro,gaussian,5.0,0.2824232578277588
20241028_143449,caltech,deit,transformer,NT,test_accuracy_macro,median,3,0.5323788523674011
20241028_130624,imagenet,resnext,cnn,PT,test_accuracy_macro,gaussian,9.0,0.09634055197238922
20241028_143833,rgb_bigearthnet,pvt,transformer,NT,test_mAP_macro,patch_shuffle,11,0.4884697496891022
20241028_142234,caltech,regnety,cnn,NT,test_accuracy_macro,median,3,0.4995569586753845
20241028_175622,imagenet,pit,transformer,PT,test_accuracy_macro,patch_rotation,11,0.1800231784582138
20241028_115805,rgb_bigearthnet,resnext,cnn,NT,test_mAP_macro,bilateral,31,0.2853420376777649
20241028_102439,deepglobe,resnet,cnn,NT,test_mAP_macro,gaussian,15.0,0.3588612675666809
20241002_141600,deepglobe,resnet,cnn,ST,test_mAP_macro,,,
20241028_114747,rgb_bigearthnet,densenet,cnn,NT,test_mAP_macro,patch_shuffle,15,0.44006627798080444
20241028_130357,imagenet,resnext,cnn,PT,test_accuracy_macro,gaussian,1.0,0.8377256989479065
20241028_131002,bigearthnet,regnety,cnn,NT,test_mAP_macro,bilateral,0,0.671159029006958
20241028_113839,deepglobe,xception,cnn,NT,test_mAP_macro,patch_rotation,6,0.6453816890716553
20241028_093621,imagenet,resnet,cnn,PT,test_accuracy_macro,patch_shuffle,15,0.02379683405160904
20241028_130726,deepglobe,convmixer,transformer,NT,test_mAP_macro,gaussian,5.0,0.40977415442466736
20241028_111415,rgb_bigearthnet,convnext,cnn,NT,test_mAP_macro,channel_inversion,3,0.3107380270957947
20241028_123057,deepglobe,cait,transformer,NT,test_mAP_macro,greyscale,0,0.706009566783905
20241028_121443,bigearthnet,resnext,cnn,NT,test_mAP_macro,channel_inversion,12,0.18841125071048737
20241028_125731,rgb_bigearthnet,inception,cnn,NT,test_mAP_macro,gaussian,9.0,0.2488590031862259
20241028_144534,rgb_bigearthnet,pvt,transformer,NT,test_mAP_macro,greyscale,0,0.6341015696525574
20241028_115735,deepglobe,regnety,cnn,NT,test_mAP_macro,patch_shuffle,15,0.5712205171585083
20241028_163125,caltech_120,inception,cnn,NT,test_accuracy_macro,channel_inversion,2,0.05412515252828598
20241028_130251,deepglobe,convmixer,transformer,NT,test_mAP_macro,bilateral,3,0.22642934322357178
20241028_115704,imagenet,regnet,cnn,PT,test_accuracy_macro,median,31,0.039292365312576294
20241028_121408,deepglobe,deit,transformer,NT,test_mAP_macro,sobel,3,0.2681276500225067
20241028_143647,rgb_bigearthnet,pvt,transformer,NT,test_mAP_macro,patch_shuffle,1,0.6341015696525574
20241028_121136,rgb_bigearthnet,resnext,cnn,NT,test_mAP_macro,channel_shuffle,12,0.38451653718948364
20241028_140219,caltech,mobilenet,cnn,NT,test_accuracy_macro,median,0,0.5088637471199036
20241028_130433,deepglobe,convmixer,transformer,NT,test_mAP_macro,median,0,0.6702415347099304
20241028_104236,deepglobe,convnext,cnn,NT,test_mAP_macro,median,3,0.2315196692943573
20241004_141221,caltech,densenet,cnn,PT,test_accuracy_macro,None,None,0.06344887614250183
20241008_223431,bigearthnet,rgb,cnn,regnet,test_mAP_macro,ST,505718,0.636346697807312
20241028_161913,caltech_120,mobilenet,cnn,NT,test_accuracy_macro,channel_inversion,2,0.062482062727212906
20241028_134706,rgb_bigearthnet,deit,transformer,NT,test_mAP_macro,gaussian,0.0,0.5857043266296387
20241004_141201,caltech,convnext,cnn,PT,test_accuracy_macro,None,None,0.0363508015871048
20241028_125601,bigearthnet,inception,cnn,NT,test_mAP_macro,median,0,0.624671459197998
20241028_144802,rgb_bigearthnet,pit,transformer,NT,test_mAP_macro,bilateral,31,0.3784657120704651
20241028_171227,caltech_120,beit,transformer,NT,test_accuracy_macro,patch_shuffle,2,0.45647650957107544
20241028_100313,imagenet,efficientnet,cnn,PT,test_accuracy_macro,gaussian,5.0,0.38737380504608154
20241028_165937,imagenet,cait,transformer,PT,test_accuracy_macro,patch_shuffle,6,0.5868673324584961
20241004_165321,caltech,pit,transformer,ST,test_accuracy_macro,,,0.579811692237854
20241028_122941,deepglobe,cait,transformer,NT,test_mAP_macro,channel_inversion,0,0.706009566783905
20241028_111702,deepglobe,resnext,cnn,NT,test_mAP_macro,patch_shuffle,6,0.6546599864959717
20241028_123944,deepglobe,pvt,transformer,NT,test_mAP_macro,channel_shuffle,3,0.2607768774032593
20241028_112500,rgb_bigearthnet,regnet,cnn,NT,test_mAP_macro,patch_shuffle,1,0.6089864373207092
20241028_112649,rgb_bigearthnet,regnet,cnn,NT,test_mAP_macro,patch_shuffle,11,0.5331991910934448
20241028_125115,bigearthnet,xception,cnn,NT,test_mAP_macro,greyscale,1,0.25421351194381714
20241028_105812,deepglobe,regnet,cnn,NT,test_mAP_macro,channel_shuffle,6,0.3174663186073303
20241028_130307,deepglobe,convmixer,transformer,NT,test_mAP_macro,bilateral,5,0.22789117693901062
20241028_105643,deepglobe,regnet,cnn,NT,test_mAP_macro,patch_rotation,4,0.6675764918327332
20241028_153356,caltech,mvit,transformer,NT,test_accuracy_macro,patch_rotation,11,0.6263570785522461
20241028_120818,deepglobe,vit,transformer,NT,test_mAP_macro,channel_shuffle,6,0.26402905583381653
20241028_150054,rgb_bigearthnet,pit,transformer,NT,test_mAP_macro,channel_inversion,1,0.24794086813926697
20241028_163929,caltech_120,vit,transformer,NT,test_accuracy_macro,gaussian,0.5,0.5323808193206787
20241008_162320,caltech,cait,transformer,ST,test_accuracy_macro,,,0.4662453532218933
20241004_193906,bigearthnet,convnext,cnn,ST,test_mAP_macro,,,0.6846840381622314
20241009_170456,deepglobe,beit,transformer,ST,test_mAP_macro,,,0.6700233221054077
20241028_121208,deepglobe,deit,transformer,NT,test_mAP_macro,median,9,0.2290624976158142
20241028_164124,caltech_120,vit,transformer,NT,test_accuracy_macro,patch_rotation,2,0.3380601704120636
20241028_094501,imagenet,resnet,cnn,PT,test_accuracy_macro,channel_inversion,0,0.8738925457000732
20241028_130029,deepglobe,beit,transformer,NT,test_mAP_macro,channel_shuffle,12,0.2665034234523773
20241028_143015,rgb_bigearthnet,pvt,transformer,NT,test_mAP_macro,bilateral,31,0.3265637755393982
